,amenities
1510,"['Shampoo', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'Showergel', 'Samsungrefrigerator', 'Coffeemaker:espressomachine', 'Privateentrance', 'TVwithstandardcable', 'Blender', 'FreedryerInunit', 'Dryingrackforclothing', 'Childrensbooksandtoysforages5-10yearsold', 'Outdoorfurniture', 'Longtermstaysallowed', 'Piano', 'Privatepatioorbalcony', 'Coffee', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Freezer', 'Wifi', 'Toaster', 'Iron', 'Wineglasses', 'Boschelectricstove', 'Conditioner', 'Firstaidkit', 'Hotwater', 'Bathtub', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Indoorfireplace:electric', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'PrivatebackyardFullyfenced', 'Outletcovers', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Boardgames', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Parkview', 'Childrensdinnerware', ""Children'splayroom"", 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
1511,"['Dishwasher', 'Washer', 'Coffeemaker', 'Cookingbasics', 'Toaster', 'Refrigerator', 'Wifi', 'Stove', 'Soundsystem', 'Wineglasses', 'TV', 'Booksandreadingmaterial', 'Kitchen', 'Microwave', 'Bakingsheet', 'Heating', 'Dishesandsilverware', 'Oven', 'Coffee', 'Hotwaterkettle']"
1512,"['Coffeemaker:Nespresso', 'Dishwasher', 'Washer', 'Dryingrackforclothing', 'Cookingbasics', 'Smokealarm', 'Refrigerator', 'Wifi', 'Soundsystem', 'Hotwaterkettle', 'Wineglasses', 'Firstaidkit', 'Hotwater', 'Booksandreadingmaterial', 'Lockbox', 'Kitchen', 'Bedlinens', 'Singleoven', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Hairdryer', 'Room-darkeningshades', 'Selfcheck-in', 'Otherinductionstove', 'Microwave']"
1513,"['Coffeemaker:Nespresso', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Blender', 'FreedryerInunit', 'Washer', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Privatepatioorbalcony', 'AEGsingleoven', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Freezer', 'Wifi', 'Toaster', 'Iron', 'Wineglasses', 'Sonos&Applesoundsystem', 'Firstaidkit', 'Hotwater', 'TV', 'Ceilingfan', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'Housekeepingavailable2hoursaday', 'MondaytoFriday-availableatextracost', 'Ethernetconnection', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'AEGrefrigerator', 'Coffee', 'Otherinductionstove', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
1514,"['Heating', 'Iron', 'Longtermstaysallowed', 'Hairdryer', 'Shampoo', 'Bedlinens', 'Coffeemaker', 'Fastwifi87Mbps', 'Essentials', 'Noisedecibelmonitorsonproperty', 'Elevator', 'Hotwater', 'TV', 'Exteriorsecuritycamerasonproperty', 'Hostgreetsyou', 'Hangers', 'Airconditioning', 'Smokealarm']"
1515,"['Shampoo', 'Fastwifi98Mbps', 'Essentials', 'Dishwasher', 'Showergel', 'Coffeemaker:espressomachine', 'Atagoven', 'Cityskylineview', 'Blender', 'FreedryerInunit', 'Exerciseequipment:freeweights', 'yogamat', 'Dryingrackforclothing', 'Outdoorfurniture', 'Piano', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Freezer', 'Stove', 'Toaster', 'Soundsystem', 'Iron', '55inchHDTVwithDisney+', 'Netflix', 'Wineglasses', 'Hotwater', 'Gardenview', 'Bedlinens', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Carbonmonoxidealarm', 'Centralheating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Barbecueutensils', 'Coffee', 'Diningtable', 'Microwave']"
1516,"['Pingpongtable', 'AppleBluetoothsoundsystem', 'Shampoo', 'Hammock', 'Sunloungers', 'Gym', 'Essentials', 'Changingtable-alwaysatthelisting', 'Dishwasher', 'Waterfront', 'Paidparkingoffpremises', 'Showergel', 'HDTVwithstandardcable', 'Netflix', 'HBOMax', 'AmazonPrimeVideo', 'premiumcable', 'AppleTV', 'Privateentrance', 'Blender', 'Indoorfireplace:wood-burning', 'FreedryerInunit', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Outdoorfurniture', 'Coffeemaker', 'Piano', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Gameconsole', 'Arcadegames', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Hotwaterkettle', 'Toaster', 'Iron', 'Wineglasses', 'Cleaningavailableduringstay', 'Exerciseequipment:stationarybike', 'treadmill', 'yogamat', 'Conditioner', 'Hotwater', 'Bathtub', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Fireplaceguards', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Portablefans', 'Carbonmonoxidealarm', 'Firepit', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Boardgames', 'Backyard', 'Oven', 'Fireextinguisher', 'Ricemaker', 'Sharedbeachaccess', 'Laundromatnearby', 'Barbecueutensils', 'Childrensdinnerware', 'Coffee', 'Diningtable', 'Microwave']"
1517,"['Wifi', 'Paidparkingonpremises', 'TV', 'Kitchen', 'Dedicatedworkspace']"
1518,"['Shampoo', 'Singlelevelhome', 'Dishwasher', 'Waterfront', 'Privateentrance', 'Washer', 'Luggagedropoffallowed', 'Outdoorfurniture', 'Coffeemaker', 'Piano', 'Petsallowed', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Soundsystem', 'Hotwaterkettle', 'Toaster', 'Wineglasses', 'Conditioner', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Portablefans', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Patioorbalcony', 'Clothingstorage', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
1519,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Iron', 'TV', 'Kitchen', 'Smokealarm']"
1520,"['Hammock', 'PaiddryerInbuilding', 'Singlelevelhome', 'Essentials', 'SharedBBQgrill:charcoal', 'Exteriorsecuritycamerasonproperty', 'Privateentrance', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Stainlesssteelgasstove', 'Selfcheck-in', 'Freeparkingonpremises', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'PaidwasherInbuilding', 'Smokealarm', 'Dedicatedworkspace', 'Wifi', 'Refrigerator', 'Hotwaterkettle', 'Iron', 'Freestreetparking', 'Coffeemaker:frenchpress', 'Hotwater', 'Sharedpatioorbalcony', 'Gardenview', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Dishesandsilverware', 'SharedbackyardNotfullyfenced', 'Childrensbooksandtoys', 'Hairdryer', 'Extrapillowsandblankets', 'Outletcovers', 'Fireextinguisher', 'Standalonehighchair-availableuponrequest', 'Childrensdinnerware', 'Outdoorplayground', 'Packnplay/Travelcrib-availableuponrequest', 'Diningtable', 'Microwave']"
1521,"['Shampoo', 'Essentials', 'TVwithstandardcable', 'Dedicatedworkspace', 'Smokealarm', 'Refrigerator', 'Wifi', 'Lockonbedroomdoor', 'Iron', 'Hotwater', 'Bedlinens', 'Hangers', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Fireextinguisher', 'Microwave']"
1522,"['Recordplayer', 'Shampoo', 'Coffeemaker:Keurigcoffeemachine', 'Nespresso', 'Essentials', '65inchHDTVwithAmazonPrimeVideo', 'Netflix', 'Showergel', 'Privateentrance', 'FreedryerInunit', 'Washer', 'Outdoorfurniture', 'Longtermstaysallowed', 'Privatepatioorbalcony', 'Freeparkingonpremises', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Hotwaterkettle', 'Clothingstorage:closetanddresser', 'Wineglasses', 'Noisedecibelmonitorsonproperty', 'Hotwater', 'Bathtub', 'Kitchen', 'Centralheating', 'PrivatebackyardFullyfenced', 'Dishesandsilverware', 'Bodysoap', 'Room-darkeningshades', 'Bikes', 'Coffee', 'Diningtable', 'Microwave']"
1523,"['Shampoo', 'Essentials', 'Dishwasher', 'Privateentrance', 'Cookingbasics', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Firstaidkit', 'Hotwater', 'Bedlinens', 'Kitchen', 'Hangers', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Oven', 'Fireextinguisher', 'Patioorbalcony', 'Microwave']"
1524,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Outdoordiningarea', 'TV', 'BBQgrill', 'Kitchen', 'Dedicatedworkspace', 'Smokealarm']"
1525,"['Essentials', 'Dishwasher', 'Blender', 'Exerciseequipment:freeweights', 'yogamat', 'Stainlesssteelstove', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Coffeemaker', 'Privatepatioorbalcony', 'Cookingbasics', 'Cleaningproducts', 'Freezer', 'Smokealarm', 'Refrigerator', 'Wifi', 'Iron', 'TVwithAmazonPrimeVideo', 'Disney+', 'Netflix', 'Kitchen', 'Stainlesssteeloven', 'Radiantheating', 'FreewasherInunit', 'Dishesandsilverware', 'Extrapillowsandblankets', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
1526,"['Coffeemaker:Nespresso', 'Shampoo', '50inchTVwithNetflix', 'premiumcable', 'AmazonPrimeVideo', 'Essentials', 'Dishwasher', 'Luggagedropoffallowed', 'Smokealarm', 'Wifi', 'Iron', 'Hotwater', 'Kitchen', 'Hangers', 'Carbonmonoxidealarm', 'Centralheating', 'Combistoom/ovendoubleoven', 'Dishesandsilverware', 'Hairdryer', 'Fireextinguisher', 'Petsallowed']"
1527,"['Fastwifi121Mbps', 'Boschrefrigerator', 'MarieStellabodysoap', 'Paidstreetparkingoffpremises', 'WindowACunit', 'Essentials', 'Pocketwifi', 'Dishwasher', 'Singlelevelhome', 'Waterfront', 'Showergel', 'MarieStellaMarisconditioner', 'Exteriorsecuritycamerasonproperty', 'Pelgrimstainlesssteelgasstove', 'Coffeemaker:espressomachine', 'Privateentrance', 'Mosquitonet', 'Blender', 'Dryingrackforclothing', 'Longtermstaysallowed', 'Privatepatioorbalcony', 'FreedryerInbuilding', 'MarieStellaMarisshampoo', 'Highchair-availableuponrequest', 'Coffee', 'Crib-availableuponrequest', 'Gameconsole', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Freezer', '55inchHDTV', 'Portableairconditioning', 'Iron', 'Wineglasses', 'Cleaningavailableduringstay', 'Firstaidkit', 'Hotwater', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'FreewasherInunit', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Boardgames', 'Oven', 'Fireextinguisher', 'Clothingstorage', 'HEOSBluetoothsoundsystem', 'Laundromatnearby', 'Outdoorplayground', 'Packnplay/Travelcrib-availableuponrequest', 'Diningtable', 'Hotwaterkettle']"
1528,"['Shampoo', 'Essentials', 'Dishwasher', 'Showergel', 'FreedryerInunit', 'Washer', 'Coffeemaker', 'Privatepatioorbalcony', 'Cookingbasics', 'Dedicatedworkspace', 'Cleaningproducts', 'Smokealarm', 'Refrigerator', 'Wifi', 'Freezer', 'Soundsystem', 'Hotwaterkettle', 'Hotwater', 'Kitchen', 'Bedlinens', 'Bakingsheet', 'Centralheating', 'Ethernetconnection', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Oven', 'Ricemaker', 'Coffee', 'Diningtable', 'Microwave']"
1529,"['Keypad', 'Coffeemaker:Nespresso', 'Shampoo', 'Essentials', 'Showergel', 'Minifridge', 'Exteriorsecuritycamerasonproperty', 'Privateentrance', 'Luggagedropoffallowed', 'Longtermstaysallowed', 'Clothingstorage:closetandwardrobe', 'Smokealarm', 'Refrigerator', 'Wifi', 'Freezer', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Conditioner', 'Hotwater', 'TV', 'Bathtub', 'Ceilingfan', 'Bedlinens', 'Hangers', 'Portablefans', 'Centralheating', 'Portableheater', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Fireextinguisher', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Hostgreetsyou', 'Microwave']"
1530,"['Shampoo', 'Essentials', 'Dishwasher', 'Washer', 'Dryingrackforclothing', 'Coffeemaker', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Lockonbedroomdoor', 'Wifi', 'Refrigerator', 'Stove', 'Hotwaterkettle', 'Toaster', 'Dryer', 'Iron', 'Wineglasses', 'Breakfast', 'Firstaidkit', 'Hotwater', 'Bedlinens', 'Kitchen', 'Hangers', 'Bakingsheet', 'Ethernetconnection', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Oven', 'Coffee', 'Diningtable', 'Microwave']"
1531,"['Coffeemaker:Nespresso', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Showergel', 'Privateentrance', 'Blender', 'Washer', 'TVwithHBOMax', 'Dryingrackforclothing', 'Outdoorfurniture', 'Coffee', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Dryer', 'Iron', 'Wineglasses', 'Clothingstorage:dresser', 'Firstaidkit', 'Hotwater', 'Bathtub', 'Gardenview', 'Booksandreadingmaterial', 'Bedlinens', 'Kitchen', 'Lockbox', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Sonossoundsystem', 'Backyard', 'Oven', 'Fireextinguisher', 'Selfcheck-in', 'Outdoorplayground', 'Diningtable', 'Hotwaterkettle']"
1532,"['Gasstove', 'Shampoo', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'Paidparkingoffpremises', 'Privateentrance', 'Packnplay/Travelcrib', 'FreedryerInunit', 'Longtermstaysallowed', 'Coffeemaker', 'Highchair', 'Piano', 'Fastwifi495Mbps', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Toaster', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'HDTVwithstandardcable', 'Firstaidkit', 'Hotwater', 'Bathtub', 'Clothingstorage:closet', 'Bedlinens', 'Hangers', 'Kitchen', 'FreewasherInunit', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Childrensbooksandtoys', 'Hairdryer', 'Crib', 'Privatelivingroom', 'Oven', 'Fireextinguisher', 'Laundromatnearby', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
1533,"['Shampoo', 'Hammock', 'Paidstreetparkingoffpremises', 'Essentials', 'Dishwasher', 'EVcharger', 'Showergel', 'Coffeemaker:espressomachine', 'Blender', 'Smokingallowed', 'Washer', 'Dryingrackforclothing', 'Privatepatioorbalcony', 'Othergasstove', 'Petsallowed', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Toaster', 'Soundsystem', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Conditioner', 'Firstaidkit', 'Hotwater', 'TV', 'Gardenview', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Courtyardview', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Oven', 'Ricemaker', 'Clothingstorage', 'Laundromatnearby', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Microwave']"
1534,"['Essentials', 'Changingtable', 'EVcharger', 'Childrensbooksandtoysforages2-5yearsold', 'Babysafetygates', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Coffeemaker', 'Cookingbasics', 'Cleaningproducts', 'Wifi', 'Iron', 'Hotwater', 'TV', 'Bathtub', 'Bedlinens', 'Indoorfireplace', 'Kitchen', 'Centralheating', 'Dishesandsilverware', 'Outletcovers', 'Hairdryer', 'Extrapillowsandblankets', 'Paidparkingonpremises', 'Patioorbalcony', 'Airconditioning']"
1535,"['Shampoo', 'Essentials', 'Minifridge', 'Privateentrance', 'TVwithstandardcable', 'Luggagedropoffallowed', 'Outdoorfurniture', 'Coffeemaker', 'Privatepatioorbalcony', 'Freeparkingonpremises', 'Cookingbasics', 'Toaster', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'SharedbackyardFullyfenced', 'Hotwater', 'Kitchen', 'Hangers', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Lakeaccess', 'Hairdryer', 'Fireextinguisher', 'Airconditioning', 'Hostgreetsyou', 'Microwave']"
1536,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Fireextinguisher', 'Firstaidkit', 'TV', 'Hostgreetsyou', 'Kitchen', 'Dedicatedworkspace', 'Smokealarm']"
1538,"['Essentials', 'Minifridge', 'Privateentrance', 'TVwithstandardcable', 'Luggagedropoffallowed', 'Coffeemaker', 'Smokealarm', 'Wifi', 'Hotwater', 'Clothingstorage:closet', 'Lockbox', 'Hangers', 'Carbonmonoxidealarm', 'Ethernetconnection', 'Heating', 'Hairdryer', 'Laundromatnearby', 'Selfcheck-in', 'Coffee', 'Microwave']"
1539,"['Carbonmonoxidealarm', 'Wifi', 'Washer', 'Heating', 'Iron', 'Hairdryer', 'Kitchen', 'Essentials', 'Fireextinguisher', 'Firstaidkit', 'TV', 'Hangers', 'Privateentrance', 'Petsallowed', 'Courtyardview', 'Smokealarm']"
1540,"['Shampoo', 'Paidstreetparkingoffpremises', 'Essentials', 'Waterfront', 'Showergel', 'Privateentrance', 'Luggagedropoffallowed', 'Coffeemaker', 'Cleaningproducts', 'Smokealarm', 'Toaster', 'Refrigerator', 'Wifi', 'Iron', 'TVwithChromecast', 'standardcable', 'Wineglasses', 'Firstaidkit', 'Hotwater', 'Clothingstorage:closet', 'Bedlinens', 'Hangers', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Fireextinguisher', 'Laundromatnearby', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
1541,"['AEGgasstove', '64inchTVwithChromecast', 'AppleTV', 'AmazonPrimeVideo', 'Disney+', 'Netflix', 'FreewasherInbuilding', 'Shampoo', 'Paidstreetparkingoffpremises', 'Singlelevelhome', 'Essentials', 'Dishwasher', 'EVcharger', 'Showergel', 'Privateentrance', 'Blender', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Outdoorfurniture', 'Coffeemaker', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Themeroom', 'Dedicatedworkspace', 'Wifi', 'Refrigerator', 'Freezer', 'Toaster', 'Iron', 'Wineglasses', 'Cleaningavailableduringstay', 'Conditioner', 'Hotwater', 'Sharedpatioorbalcony', 'Bathtub', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Stainlesssteeloven', 'Bakingsheet', 'Carbonmonoxidealarm', 'Centralheating', 'Ethernetconnection', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Fireextinguisher', 'Laundromatnearby', 'Parkview', 'Bikes', 'Coffee', 'Diningtable', 'Hotwaterkettle']"
1542,"['Coffeemaker:Nespresso', 'Shampoo', 'Paidstreetparkingoffpremises', 'Stainlesssteelsingleoven', 'Essentials', 'Dishwasher', 'Showergel', 'Privateentrance', 'Blender', 'FreedryerInunit', 'Washer', 'Luggagedropoffallowed', 'Dryingrackforclothing', 'Sonysoundsystem', 'Longtermstaysallowed', 'Exerciseequipment:yogamat', 'Coffee', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Hotwaterkettle', 'Housekeepingavailable5hoursaday', 'everyday-availableatextracost', 'Iron', 'Wineglasses', 'Conditioner', 'Firstaidkit', 'Hotwater', 'TV', 'Clothingstorage:closet', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Fireextinguisher', 'Ricemaker', 'Sharedbeachaccess', 'Laundromatnearby', 'Selfcheck-in', 'Outdoorplayground', 'Otherinductionstove', 'Diningtable', 'Microwave']"
1543,"['Movietheater', 'Shampoo', 'Essentials', 'Showergel', 'Washer', 'Dryingrackforclothing', 'Coffeemaker', 'Freeparkingonpremises', 'Arcadegames', 'Cookingbasics', 'Cleaningproducts', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Iron', 'Conditioner', 'Hotwater', 'TV', 'Booksandreadingmaterial', 'Bedlinens', 'Hangers', 'Kitchen', 'Carbonmonoxidealarm', 'Centralheating', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Bodysoap', 'Extrapillowsandblankets', 'Boardgames', 'Gameconsole:PS4', 'Petsallowed']"
1544,"['Dishwasher', 'Showergel', 'Coffeemaker:espressomachine', 'Washer', 'Privatepatioorbalcony', 'Outdoordiningarea', 'Cookingbasics', 'Dedicatedworkspace', 'Freezer', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Toaster', 'Wineglasses', 'Hotwater', 'TV', 'Kitchen', 'Portablefans', 'Centralheating', 'Carbonmonoxidealarm', 'Dishesandsilverware', 'Paidparkingonpremises', 'Hairdryer', 'Oven', 'Diningtable', 'Microwave']"
1545,"['Wifi', 'Heating', 'Iron', 'Hairdryer', 'Shampoo', 'Bodysoap', 'Essentials', 'Elevator', 'TV', 'Hangers', 'Privateentrance', 'Dedicatedworkspace', 'Smokealarm']"
1546,"['Hammock', 'Changingtable', 'EVcharger', 'Packnplay/Travelcrib', 'Washer', 'Outdoorfurniture', 'Coffeemaker', 'Highchair', 'Privatepatioorbalcony', 'Outdoordiningarea', 'BBQgrill', 'Dedicatedworkspace', 'Smokealarm', 'Refrigerator', 'Wifi', 'Dryer', 'TV', 'Gardenview', 'Kitchen', 'Carbonmonoxidealarm', ""Children'splayroom"", 'Heating', 'Dishesandsilverware', 'PrivatebackyardFullyfenced', 'Childrensbooksandtoys', 'Crib', 'Boardgames', 'Childrensdinnerware', 'Outdoorplayground', 'Hostgreetsyou']"
1547,"['Dishwasher', 'Showergel', 'Babysafetygates', 'FreedryerInunit', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Longtermstaysallowed', 'Coffeemaker', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Freezer', 'Refrigerator', 'Wifi', 'Stove', 'Hotwaterkettle', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Bedlinens', 'Hangers', 'Kitchen', 'Tablecornerguards', 'Carbonmonoxidealarm', 'BeachaccessBeachfront', 'Heating', 'Clothingstorage:wardrobe', 'Dishesandsilverware', 'Hairdryer', 'Extrapillowsandblankets', 'Room-darkeningshades', 'Oven', 'Fireextinguisher', 'Patioorbalcony', 'Coffee', 'Diningtable', 'Microwave']"
1548,"['Shampoo', 'Essentials', 'TVwithstandardcable', 'Coffeemaker', 'Cookingbasics', 'Dedicatedworkspace', 'Smokealarm', 'Refrigerator', 'Wifi', 'Stove', 'Dryer', 'Iron', 'Firstaidkit', 'Hotwater', 'Kitchen', 'Hangers', 'Carbonmonoxidealarm', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Sharedhottub', 'Oven', 'Fireextinguisher', 'Microwave']"
1549,"['Dishwasher', 'Washer', 'Coffeemaker', 'Privatepatioorbalcony', 'Othergasstove', 'Dedicatedworkspace', 'Freezer', 'Cleaningproducts', 'Smokealarm', 'Wifi', 'Refrigerator', 'Toaster', 'Dryer', 'Iron', 'Wineglasses', 'Hotwater', 'TV', 'Kitchen', 'Bedlinens', 'Clothingstorage:wardrobeanddresser', 'Singleoven', 'Heating', 'Dishesandsilverware', 'Fireextinguisher', 'Coffee', 'Hostgreetsyou', 'Diningtable', 'Hotwaterkettle']"
1550,"['Childrensbooksandtoysforages0-2yearsoldand2-5yearsold', 'Shampoo', 'Sunloungers', 'Essentials', 'Dishwasher', 'Privateentrance', 'Blender', 'Washer', 'Dryingrackforclothing', 'Outdoorfurniture', 'Coffeemaker', 'Highchair', 'Selfcheck-in', 'Freeparkingonpremises', 'Outdoordiningarea', 'Cookingbasics', 'Cleaningproducts', 'Smokealarm', 'Dedicatedworkspace', 'Refrigerator', 'Wifi', 'Freezer', 'Stove', 'Soundsystem', 'Hotwaterkettle', 'Dryer', 'Iron', 'Wineglasses', 'Freestreetparking', 'Firstaidkit', 'Hotwater', 'TV', 'Bathtub', 'Booksandreadingmaterial', 'Lockbox', 'Bedlinens', 'Hangers', 'Kitchen', 'Bakingsheet', 'Carbonmonoxidealarm', 'Exerciseequipment:freeweights', 'workoutbench', 'Heating', 'Dishesandsilverware', 'Hairdryer', 'Bodysoap', 'Room-darkeningshades', 'Boardgames', 'Backyard', 'Babymonitor-availableuponrequest', 'Crib-alwaysatthelisting', 'Oven', 'Clothingstorage', 'Childrensdinnerware', 'Coffee', 'Diningtable', 'Microwave']"
